id,type,name,concat,house_number,postcode,lat,lon
l1688,restaurant,Lecker Song,s9214,19,10437,52.5441097,13.4203317
l1689,cafe,Kaffee Marlene,s5474,103,10435,52.5399494,13.4114208
l1690,cafe,ichorya,s7721,42,10969,52.5026859,13.4145875
l1691,cafe,Schlesische Backstube Hutzelmann,s11529,19,10585,52.5152998,13.3046192
l1692,restaurant,Kubrat,s6287,21,10117,52.5100835,13.389129
l1693,hotel,Kubrat,s6287,21,10117,52.5100835,13.389129
l1694,pub,Hansa Stuben,s10661,21,13507,52.5870395,13.2834174
l1695,pub,Die Bar,s3934,54,10437,52.5478122,13.4153372
l1696,restaurant,'a Magica,s3934,54,10437,52.5478883,13.4154013
l1697,restaurant,Lindsays’s,s11246,20a,10247,52.510812,13.4688001
l1698,restaurant,Al Mondo,s7290,54,10249,52.5201134,13.449987
l1699,pub,Take Off,s5861,103,13055,52.5421291,13.4893052
l1700,bar,Rhinoçéros,s8565,3,10437,52.5480384,13.4100163
l1701,restaurant,Moc,s6674,28,10437,52.5428945,13.4168345
l1702,cafe,Zimt & Zucker,s9153,12,10117,52.5206164,13.384282
l1703,pub,Style,s10241,11,10243,52.5115283,13.4365934
l1704,restaurant,Plus Minus Null,s4043,61,10245,52.511776,13.4575389
l1705,pub,Kaputter Heinrich,s8417,49,10559,52.5321889,13.3503926
l1706,pub,Sieben,s9750,7,10245,52.5053446,13.4670107
l1707,restaurant,Valle dei Templi,s1796,10,13353,52.5477169,13.3510974
l1708,cafe,Cafe Lisboa,s3790,34,10625,52.5090275,13.3077924
l1709,restaurant,Athena Roma,s5209,7,13189,52.5609827,13.4237284
l1710,restaurant,Pappa e Ciccia,s9479,18,10119,52.534338,13.4084258
l1711,hotel,Pension Adamshof,s2709,3,10317,52.5018944,13.4910187
l1712,restaurant,Shi-Mai,s5411,5,10178,52.5197018,13.4031586
l1713,restaurant,Koy,s8616,26,10247,52.5167916,13.4621806
l1714,nightclub,Calabash,s10871,21,10119,52.5336193,13.4007592
l1715,restaurant,Yogi Haus,s10983,9,10247,52.5151203,13.4716078
l1716,museum,Museum für Kommunikation,s6287,16,10117,52.5099308,13.3872552
l1717,restaurant,Mädchenitaliener West,s4001,52,10623,52.5073529,13.3214881
l1718,restaurant,Im-Nu,s6674,41,10437,52.5438549,13.4174888
l1719,museum,Historische Ausstellung des Dt. Bundestages,s3581,1,10117,52.5126755,13.3927272
l1720,cafe,Galão A Pastelaria,s11269,8,10119,52.5311012,13.4026797
l1721,restaurant,Son La,s3250,2a,10369,52.5248558,13.4661845
l1722,restaurant,Sausalitos,s7716,50,10117,52.5261784,13.3886693
l1723,museum,Enthüllt. Berlin und seine Denkmäler,s429,64,13599,52.5412184,13.2138542
l1724,restaurant,Sapa Sushi,s5996,54,10117,52.5114214,13.3912474
l1725,hotel,Hotel Sedes,s8221,48,13089,52.5625426,13.4280347
l1726,restaurant,Siena,s3335,149,13158,52.5931545,13.3819714
l1727,hotel,Mercure Hotel + Residenz Berlin Checkpoint Charlie,s9420,11,10117,52.5085921,13.3934241
l1728,cafe,Café Morgenlicht,s9234,13,14059,52.51579,13.295969
l1729,cafe,Steckenpferd,s4373,35,13159,52.6192673,13.3936976
l1730,cafe,Beck's Bäckerei & Bistro,s3236,172,10365,52.5122546,13.4852364
l1731,restaurant,Biscotti,s7991,88,10625,52.507721,13.3113863
l1732,cafe,Café La Vineta,s1258,92,13189,52.5590025,13.413655
l1733,bar,Conmux Blechbilderbar,s9671,35,10245,52.5099802,13.4564546
l1734,restaurant,Sadhu,s9886,60,10437,52.5452831,13.4214478
l1735,cafe,Prenzelkasper,s6808,39,10405,52.5347445,13.4249917
l1736,restaurant,Marjan Grill,s1099,,10557,52.5200654,13.3469194
l1737,pub,Ufer-Café,s7602,4,13353,52.5390911,13.3578376
l1738,cafe,Zuckerfee,s3934,15,10437,52.5468178,13.415295
l1739,restaurant,La Mandria,s10736,64,10551,52.5270987,13.3298283
l1740,pub,Beussel 71,s1317,71,10553,52.5284371,13.328433
l1741,museum,Berliner Unterwelten-Museum,s1771,105,13355,52.5478117,13.3892456
l1742,restaurant,Mirbach,s1172,64,13086,52.5524002,13.4487348
l1743,restaurant,Makedonija Grill,s2830,59,13509,52.583727,13.300888
l1744,restaurant,Thai Aroma,s2440,18,10437,52.5435082,13.421911
l1745,pub,Gaststätte Tunnel-Eck,s3447,92,14050,52.5287997,13.281752
l1746,restaurant,Taverna Kreta,s334,1,10243,52.5123462,13.447969
l1747,cafe,Bio-Café Platane des Hippokrates,s3183,7,13353,52.5408831,13.3479389
l1748,restaurant,Frau Mittenmang,s8676,37,10439,52.550285,13.4193202
l1749,pub,Wikinger Eck,s11452,6a,10555,52.5212545,13.3306391
l1750,cafe,Exclusive Coffee,s11792,74,10585,52.5135188,13.3054414
l1751,restaurant,Italofritzen,s3364,106,10117,52.5226168,13.3882443
l1752,restaurant,Centenario,s2264,119,13158,52.5933981,13.4025984
l1753,restaurant,Rio Grande,s6956,9,10997,52.5021842,13.4429364
l1754,cafe,La Lúcuma,s3907,8,10435,52.536814,13.402935
l1755,restaurant,Mikoto Sushi,s7858,22,10437,52.5444483,13.4162989
l1756,restaurant,Weinstein,s6674,33,10437,52.5431571,13.4166971
l1757,cafe,KuddelMuddel,s9115,46,10247,52.5126347,13.4664013
l1758,pub,Bistro Melody,s3775,113,13627,52.5389321,13.2727897
l1759,restaurant,Altberliner Restaurant,s3446,1,10435,52.537076,13.403865
l1760,pub,Alois S.,s9586,18,10437,52.5437564,13.4235822
l1761,pub,Tonart,s9750,7,10245,52.5054451,13.4669576
l1762,hotel,Hotel Otto,s5764,10,10623,52.5093651,13.3226662
l1763,restaurant,Restorante Pescara,s2906,1,13585,52.5442796,13.2040241
l1764,restaurant,Dehlers,s8499,14,10117,52.5236266,13.3853444
l1765,restaurant,SemiRamis,s2138,,10629,52.5002555,13.3041573
l1766,restaurant,Nuovo Antica Roma,s11590,5,10789,52.5026128,13.3434593
l1767,pub,Capital Beach,s6613,,10557,52.5225871,13.3711572
l1768,hotel,Ameron Hotel Abion Spreebogen Berlin,s253,99,10559,52.5231368,13.3460873
l1769,pub,bei Mo,s6086,67,10707,52.5004219,13.3086932
l1770,pub,Sophieneck,s4014,37,10115,52.5263978,13.398569
l1771,restaurant,La Femme,s1012,67,13357,52.5500834,13.3851298
l1772,bar,Monterey Bar,s2176,61,10435,52.5396828,13.4225656
l1773,bar,Krüger,s6674,26,10437,52.5427965,13.4167236
l1774,restaurant,NOAH'S,s806,21,10787,52.5027181,13.3429638
l1775,restaurant,Blaue Laguna,s266,28,13507,52.5885603,13.2782886
l1777,pub,Avalon,s5212,16,10247,52.5122617,13.4727386
l1778,hostel,St. Christopher's Inn,s8735,39 41,10178,52.5268482,13.4106511
l1779,restaurant,Steakhouse San Diego,s5412,141,10243,52.5165348,13.4519521
l1780,restaurant,Amrit,s2471,14,10117,52.510618,13.377088
l1781,restaurant,Pizza Pane,s5474,28,10435,52.5372942,13.4081004
l1782,restaurant,Asia Rong-Vang,s3236,73,10247,52.5148421,13.4683911
l1783,restaurant,Monsieur Vuong,s223,46,10119,52.5266247,13.4078977
l1784,pub,Krüger Eck,s11349,12,10247,52.509529,13.4680338
l1785,pub,Tante Lisbeth,s7327,49,10997,52.5012522,13.4316295
l1786,restaurant,Veli's Restaurant,s10282,95,10963,52.5055987,13.3805743
l1787,restaurant,Alt-Berliner Wirtshaus,s11509,77,10117,52.514324,13.3814055
l1788,restaurant,Stadtklause,s1270,35,10963,52.5047492,13.3806625
l1789,nightclub,CP Club Berlin,s4121,17,10247,52.5094836,13.4730809
l1790,restaurant,Osteria dell' Arte,s1509,26,10555,52.5248544,13.3381275
l1791,cafe,Milch & Zucker,s7721,37,10999,52.5018471,13.4175899
l1792,bar,Dirty Velvet Drinkery,s6674,39,10437,52.5437162,13.417339
l1793,restaurant,Ashoka,s4001,51,10623,52.507014,13.3217458
l1794,restaurant,Girasol,s8433,30,10437,52.5415706,13.4230203
l1795,restaurant,Koah Bistro,s5410,42,10369,52.5285154,13.4659303
l1796,restaurant,Restaurant Engelbecken,s11599,31,14057,52.508547,13.293975
l1797,restaurant,Taverna Phaestos,s5170,16,10555,52.5229748,13.3342
l1798,bar,Hurghada Café & Cocktailbar,s1137,3,10787,52.5040908,13.3441499
l1799,restaurant,Thu Huong,s11529,164,10585,52.5171076,13.3046876
l1800,restaurant,Weihenstephaner,s7464,5,10178,52.5229726,13.4017099
l1801,restaurant,Prager Hopfenstube,s5412,127,10243,52.5169088,13.4483943
l1802,bar,Mein Haus am See,s10616,125,10119,52.529979,13.4008182
l1803,restaurant,Adnan,s9239,,10629,52.5032305,13.3168135
l1804,restaurant,China-Restaurant Hua Ting,s10270,13,10243,52.5177152,13.4289238
l1805,restaurant,dolce,s969,82,10117,52.5263394,13.3927056
l1806,restaurant,Weinstube Garage,s2153,8,10711,52.5001155,13.3013417
l1807,restaurant,Thai Curry,s9369,51,10247,52.5173776,13.4661322
l1808,cafe,Friendly Society Berlin (Kulturkaufhaus),s3974,23,10435,52.536158,13.406129
l1809,restaurant,Strandbad-Mitte,s5688,16,10117,52.527288,13.396725
l1810,museum,Die Mauer | The Wall,s6286,11,10117,52.5093664,13.3797713
l1811,pub,Abstand,s8616,78,10247,52.5166542,13.4641926
l1812,cafe,Haliflor,s9479,26,10119,52.535267,13.4071784
l1813,bar,eleven n lounge,s4043,60,10245,52.5116806,13.4564219
l1814,pub,Alcatraz,s11535,30,10559,52.5308662,13.3509235
l1815,pub,Uluru Resort,s8981,17,10405,52.5369781,13.4212532
l1816,restaurant,Alt-Spandau,s7229,7,13597,52.5381807,13.2021169
l1817,hotel,Econtel Berlin Charlottenburg,s9727,24 26,10589,52.5235317,13.3064214
l1818,pub,Fischladen,s8616,83,10247,52.5170566,13.4619369
l1819,restaurant,El Pasto,s6945,1,13187,52.5612921,13.4126366
l1820,pub,Bistro Melody,s9643,43,13629,52.5363843,13.2754091
l1821,cafe,luzia,s7721,34,10999,52.5016751,13.418271
l1822,restaurant,China-Haus Lin's Mandarin,s9765,181 183,14050,52.5205374,13.2648941
l1823,restaurant,Taverna Hellas,s10823,22,13347,52.5498325,13.3579235
l1824,restaurant,Vinpearl,s8433,14a,10437,52.5420576,13.4199403
l1825,cafe,Suarez Café,s10317,,14057,52.5061448,13.2941973
l1826,bar,Hackbarths,s969,49,10119,52.5278237,13.4007418
l1827,restaurant,Steak Company,s4079,1,13187,52.5687641,13.4085524
l1828,restaurant,Pascarella,s8482,,14052,52.5106887,13.2707023
l1829,restaurant,Kartoffelhaus,s5411,9,10178,52.5211493,13.4062159
l1830,bar,Höschen,s2440,9,10437,52.5422868,13.4208161
l1831,restaurant,Delhi Palast Snack,s7528,24,10247,52.514404,13.4596942
l1832,restaurant,Trattoria Vesuvio,s10270,8,10243,52.5190513,13.4295589
l1833,hotel,Hotel Bolgerini Inn,s8289,38,10247,52.5158216,13.4601868
l1834,restaurant,L' accordo,s2830,54,13509,52.583044,13.300355
l1835,restaurant,Landhaus Alt-Lübars,s247,1 d,13469,52.6174602,13.3548812
l1836,cafe,Cafeteria im PTZ,s7910,13 14,10587,52.5232961,13.3234413
l1837,cafe,Donath,s9479,13,10119,52.5338915,13.4095286
l1838,restaurant,Hoan Kiem,s5268,4,10551,52.5272854,13.3393737
l1839,cafe,Can Cafe,s9234,29,14059,52.5115557,13.2975477
l1840,restaurant,Onkel Ho,s3738,10a,10437,52.5468807,13.4059858
l1841,restaurant,Lungomare,s5955,11,10117,52.5094177,13.3918636
l1842,restaurant,Bến Thành,s7442,36,10245,52.5046892,13.4686152
l1843,pub,Bistro Nord,s9346,30,13347,52.5422375,13.3747602
l1844,restaurant,Zille-Destille,s8287,11,10178,52.5163539,13.4060676
l1845,restaurant,Il Bosco,s746,1,13503,52.6012705,13.2467275
l1846,pub,Holzwurm,s11021,6,10551,52.528319,13.3311027
l1847,restaurant,Marinehaus,s6845,48 50,10179,52.5140771,13.4158409
l1848,restaurant,Best Friends,s3738,10,10437,52.5468583,13.4058021
l1849,pub,Mauerblümchen,s11576,4,10439,52.5532013,13.4161771
l1850,restaurant,La Diva,s3,31,13587,52.5731039,13.2234501
l1851,hotel,Kiez Pension,s5305,41,10247,52.5139327,13.4676121
l1852,restaurant,Ungarisches Restaurant,s2846,41,13189,52.5563527,13.4220445
l1853,hotel,Hotel Panorama,s6362,1,10629,52.5007186,13.306304
l1854,cafe,Coffeebar Wetterleuchten,s10242,135,10623,52.5119621,13.3261805
l1855,restaurant,Chinarestaurant Hey Cheuk Lau,s1694,4 a,13187,52.5717079,13.4118228
l1856,restaurant,Brauhaus Lemke,s2276,143,10178,52.5232658,13.4045873
l1857,restaurant,Dorfkrug,s232,67,13503,52.606838,13.211553
l1858,cafe,Cafe Irmak,s8530,122,13409,52.5664527,13.3632601
l1859,restaurant,Weltrestaurant Markthalle,s8297,34,10997,52.5024466,13.4311003
l1860,restaurant,Promo,s2357,8,10555,52.5220952,13.3361775
l1861,cafe,Giro Coffee Bar,s5764,5,10623,52.5100684,13.3227678
l1862,nightclub,Musik & Frieden,s2900,48,10997,52.5008104,13.4448537
l1863,restaurant,Engels-Brunch,s6707,5,13088,52.548325,13.453148
l1864,cafe,Café Impuls,s1694,49,13187,52.5717507,13.4147236
l1865,restaurant,Wok Show,s3934,31,10437,52.5519591,13.4192116
l1866,pub,Wendel,s9205,42,10997,52.5005219,13.443511
l1867,cafe,Christa Lutum Bäckermeisterin,s3691,22,10629,52.5032039,13.3084416
l1868,restaurant,Sushi Number One | KYO - NIN,s9886,13,10437,52.5466127,13.4175265
l1869,bar,Vulcano Bar,s9035,17,10247,52.518836,13.46654
l1870,restaurant,Jolesch,s7327,1,10997,52.50062,13.4338915
l1871,restaurant,Ännchen von Tharau,s8714,6,10179,52.5153653,13.4165702
l1872,restaurant,KLX - Koshary Lux,s4001,27,10623,52.5046249,13.3232351
l1873,bar,Crossroads,s3767,10,10437,52.5442189,13.4155164
l1874,restaurant,Tres Tapas,s6674,30,10437,52.5431965,13.4171996
l1875,nightclub,Weekend Club,s141,7,10178,52.5229029,13.4164231
l1876,restaurant,Thai Tasty,s6635,14,10117,52.5233511,13.3793298
l1877,restaurant,Lucky chinese,s266,29,13507,52.5882734,13.2785483
l1878,pub,Zum Gesundbrunner,s8934,6,13355,52.5451729,13.392939
l1879,restaurant,Kos House,s5412,,10243,52.5168612,13.4488232
l1880,restaurant,Gusto Giusto,s5328,110,14057,52.5104359,13.2925169
l1881,pub,Joker,s9855,25,13353,52.5409285,13.3516249
l1882,restaurant,Ushido,s6674,18,10437,52.5422679,13.4161588
l1883,restaurant,Schnitzel König,s3938,50,10405,52.536875,13.4343093
l1884,restaurant,großherz,s7065,22,10405,52.530925,13.418839
l1885,cafe,Jute Bäckerei,s9325,52a,10437,52.5430276,13.4126519
l1886,pub,Anna Koschke,s5956,11,10115,52.5252864,13.3982393
l1887,hotel,Gästehaus Axel Springer,s3183,14,13353,52.5412753,13.3474767
l1888,restaurant,Bricole,s9586,30,10437,52.5410039,13.422396
l1889,restaurant,Rosati,s1419,88,10627,52.5113714,13.3078414
l1890,cafe,Caffè Monelli,s3934,53,10437,52.5479554,13.4154754
l1891,pub,Cafe Palme,s842,25,10317,52.5040468,13.4866048
l1892,cafe,La Fabrica Food,s3876,19,10555,52.523655,13.3293853
l1893,cafe,Café Bar Chagall,s5811,2,10405,52.5313153,13.412804
l1894,restaurant,Unter Simon's Dach,s8546,14,10245,52.507989,13.4550184
l1895,restaurant,Alex,s8207,4,10785,52.5100277,13.3725404
l1896,restaurant,Transit,s9750,28,10245,52.5059672,13.465723
l1897,cafe,Back & Coffee Shop,s9765,115,14050,52.5181423,13.279605
l1898,cafe,Cafe Sgaminegg,s9528,2,10439,52.5504144,13.4104738
l1899,cafe,Café Seeblick,s8981,14,10405,52.5366482,13.4209592
l1900,restaurant,Caféteria EN,s2586,17,10587,52.5154806,13.3264689
l1901,restaurant,Mrs Robinson's,s7858,29,10437,52.5453398,13.4172192
l1902,restaurant,Taverna Amphipolis,s11498,,10551,52.5285105,13.3415373
l1903,restaurant,Chay Viet,s1771,164,10119,52.5342078,13.397958
l1904,restaurant,Don Camillo,s9234,7 8,14059,52.5166214,13.2957794
l1905,pub,Bornholmer Hütte,s1590,89,10439,52.5535321,13.4117641
l1906,pub,Zum Biermichel,s8560,9,10115,52.5369721,13.3966752
l1907,cafe,Yaz up,s7455,32,14057,52.5066267,13.2943986
l1908,cafe,Konditorei Fester,s6854,4,13597,52.5368723,13.2045554
l1909,cafe,Café A,s10242,152,10623,52.5141581,13.3231651
l1910,cafe,Cafe Desd,s9401,13,13347,52.5401534,13.3753652
l1911,restaurant,Klinke,s2386,119,10999,52.50149,13.4163431
l1912,restaurant,Knossos,s1022,58,13125,52.6134847,13.4718069
l1913,pub,Wendel,s8590,57,10585,52.5170064,13.3063028
l1914,bar,Paka Club,s8502,111,13347,52.5439723,13.3693646
l1915,restaurant,Da Nino,s2003,54,10115,52.5357691,13.3768873
l1916,restaurant,Vietime,s2003,11,10115,52.5285574,13.3857905
l1917,restaurant,Esstaurant Mirko,s11548,40,10627,52.5101961,13.29828
l1918,cafe,Die Garbe,s3236,40,10247,52.5147577,13.4623755
l1919,bar,Barlou,s3473,16,10245,52.5109445,13.4584138
l1920,restaurant,Asado,s9117,67,13405,52.5682073,13.3103493
l1921,restaurant,Alin,s2469,1,10437,52.540654,13.4054115
l1922,bar,Dalya,s11680,10,14059,52.5123859,13.2938196
l1923,restaurant,Kartoffelkiste,s10414,9 12,10789,52.5047873,13.3376813
l1924,restaurant,Restaurant Breslau,s8219,205,10405,52.5374936,13.4227315
l1925,restaurant,Darjiling,s266,25,13507,52.5885132,13.2792435
l1926,restaurant,Corroboree,s1188,5,10785,52.5103049,13.3731629
l1927,restaurant,Aki Tatsu Sushi,s25,90,10997,52.5014221,13.4192151
l1928,restaurant,Il Cortegiano,s9765,23,14059,52.5190936,13.2936265
l1929,museum,Museum für Naturkunde,s5122,43,10115,52.5304903,13.3791152
l1930,bar,Bar 23,s6674,23,10437,52.5425046,13.4159646
l1931,restaurant,Bagdad,s9205,2,10997,52.5006645,13.4422489
l1932,restaurant,Đống Đa,s8037,121,10317,52.5044617,13.4765842
l1933,restaurant,Oxymoron,s8771,40 41,10178,52.5241587,13.4018084
l1934,bar,Freya Fuchs,s10430,34,13353,52.5419903,13.3567093
l1935,restaurant,Cantinetta,s3790,40,10625,52.5090199,13.306922
l1936,restaurant,Core,s7858,84,10437,52.5423766,13.413532
l1937,restaurant,Umspannwerk Ost,s7835,48,10243,52.5182321,13.4399185
l1938,restaurant,Yogi-Snack,s9671,11,10245,52.51063,13.45631
l1939,restaurant,COOK Berlin,s11451,5 7,13086,52.558153,13.4437553
l1940,restaurant,Hard Rock Cafe,s6086,224,10719,52.5031121,13.3294737
l1941,cafe,Magnifique,s2153,38,10711,52.5014909,13.2970575
l1942,restaurant,L'Opera Siciliana,s9345,57a,13585,52.5531314,13.1990761
l1943,restaurant,Das märchenhafte Ribhouse,s239,35,13125,52.615191,13.4846958
l1944,cafe,Operncafé,s10800,5,10117,52.5169402,13.3962176
l1945,restaurant,Mittmann’s,s1754,12,10179,52.512349,13.4169883
l1946,hotel,Garden Boutique Hotel,s5122,122,10115,52.5311543,13.3861563
l1947,hotel,Hotel Orion,s2138,7,10629,52.5021387,13.3036273
l1948,cafe,Kame,s6282,45,10629,52.503825,13.313729
l1949,restaurant,India Spice,s5463,43,10317,52.5039875,13.4810869
l1950,restaurant,Morélos,s897,4,10963,52.5041463,13.3812523
l1951,restaurant,Essenza,s8203,1,10785,52.5091686,13.3755065
l1952,restaurant,Pasternak,s5757,22 24,10405,52.5347868,13.4186299
l1953,pub,Eschenbräu,s10675,67,13353,52.5434524,13.3597107
l1954,restaurant,Belmondo,s5764,93,10623,52.5090192,13.3231856
l1955,pub,Grenzeck,s7452,10,13347,52.5400957,13.3758499
l1956,bar,Frannz Club,s9325,36,10435,52.5382108,13.4126884
l1957,cafe,Lichtburg,s1173,9,13357,52.5503285,13.3880436
l1958,hotel,Hotel Casa Camper Berlin,s11276,1,10178,52.5257861,13.4040637
l1959,restaurant,Umami,s5757,16 18,10405,52.534475,13.41939
l1960,restaurant,Restaurant Galija,s7815,139,10585,52.5188198,13.3012614
l1961,restaurant,Quasimodo,s5383,12a,10623,52.5058644,13.3284905
l1962,restaurant,Dante,s10431,16,10589,52.5263335,13.2977576
l1963,bar,Zu mir oder zu dir,s6674,15,10437,52.5419558,13.4153603
l1964,restaurant,Restaurant Deutsche Oper,s1419,11,10627,52.5123835,13.3090901
l1965,cafe,Tines Hausgemachtes,s2421,,10629,52.5013335,13.3007369
l1966,nightclub,Berndhain,s9671,32,10245,52.5091003,13.4560428
l1967,restaurant,Allegretto A Tavola,s788,2,10178,52.5202562,13.4016458
l1968,restaurant,Masel Topf,s8981,2,10405,52.5348555,13.4194896
l1969,restaurant,W Pizza Mitte,s5122,112,10115,52.5305143,13.3834267
l1970,restaurant,Ganges,s2534,80,13403,52.5753049,13.3147866
l1971,restaurant,Bistro Class Berlin,s9345,85,13585,52.5482232,13.2006536
l1972,restaurant,Peking Ente,s10944,1,10117,52.5114767,13.3828541
l1973,restaurant,Romiosini,s1260,103,13507,52.5901924,13.2834875
l1974,bar,Sorsi e Morsi,s6808,10,10405,52.5345435,13.4247381
l1975,museum,Hugenottenmuseum Berlin,s3581,5,10117,52.514289,13.3924292
l1976,hotel,Hotel Pullman Berlin Schweizerhof,s1829,25,10787,52.505938,13.3440988
l1977,nightclub,The Pearl,s2941,81,10623,52.5050011,13.3280883
l1978,restaurant,Imaki Sushi,s7442,35,10245,52.5047628,13.4686833
l1979,pub,Aufsturz,s7716,67,10117,52.5249923,13.3920254
l1980,bar,Bahamas,s7858,11,10437,52.5427083,13.414434
l1981,restaurant,Asman,s6674,3,10437,52.5410653,13.414368
l1982,restaurant,Gendarmerie,s1175,42,10117,52.5159089,13.3911578
l1983,bar,abgedreht,s5412,140,10243,52.5157163,13.4523474
l1984,bar,Posh Bar,s10945,4,10785,52.5086655,13.3730354
l1985,bar,gainsbourg bar américain,s5202,5,10623,52.5046693,13.3250472
l1986,pub,Cocktail-Oase,s3605,184,10117,52.5202628,13.3930814
l1987,cafe,Barista,s7658,54,10435,52.5383246,13.4098269
l1988,bar,Kapitalist,s7658,2,10435,52.538122,13.411404
l1989,restaurant,Mayflower,s3934,27,10437,52.5510233,13.4184365
l1990,restaurant,Schupke,s270,66,13437,52.5914519,13.3265724
l1991,cafe,KPM Café,s11229,1,10623,52.5152912,13.3336514
l1992,bar,Cocktailbar Zeitlos,s3239,10,10587,52.5197861,13.3288154
l1993,restaurant,Timeless - Restaurant/Cocktailbar,s5330,92,10589,52.5255711,13.3116096
l1994,pub,Stadtteilladen Zielona Góra,s4043,73,10245,52.5114491,13.4595298
l1995,pub,Trödler,s2386,123,10999,52.5009638,13.4167119
l1996,restaurant,Santa Maria,s7721,170,10999,52.5016113,13.4177442
l1997,nightclub,NBI Club,s11815,5,10119,52.53567,13.401179
l1998,pub,Birgit's Pub,s3380,29,10585,52.5119654,13.2995971
l1999,restaurant,Hirsch,s5877,3,10243,52.5108553,13.4504143
l2000,restaurant,Ya-Man,s3876,17,10555,52.5243273,13.3296027
l2001,restaurant,Noodle Village,s5383,32,10625,52.5062675,13.316915
l2002,restaurant,NuovoMario,s2941,12,10623,52.5052413,13.3276503
l2003,restaurant,Lon-Men's Noodle House,s5383,33,10625,52.5062915,13.3164423
l2004,museum,Labyrinth Kindermuseum,s7749,12,13359,52.556125,13.3859968
l2005,restaurant,Haus Dannenberg,s232,52,13503,52.6080761,13.2116735
l2006,pub,Milch & Soda,s11529,,10629,52.5040761,13.3072318
l2007,cafe,Das Kaffeehaus,s6287,16,10117,52.509983,13.386533
l2008,restaurant,Josty,s1188,1,10785,52.5101778,13.3736673
l2009,pub,Evi's Hansa-Treff,s4281,196,13088,52.5580602,13.4914295
l2010,hostel,Plus Berlin,s11101,6 8,10245,52.5037223,13.4490176
l2011,cafe,Kaffeehaus Blankenburg,s191,44,13129,52.5930118,13.4570289
l2012,pub,Sepp Maiers 2raumwohnung,s6207,19,13086,52.5502616,13.4457302
